Specimen Number,Species ID,Group,Family,Scientific Name,Common Name,Country,State,County,Locality,Latitude,Longitude,Source,Accuracy,Drainage Name,HUC 8 Number,Year,Month,Day,Status,Comments,record_type,disposal,Museum_Cat_No,fresh_marine_intro,Reference 1,Type 1,Date 1,Author 1,Title 1,Publisher 1,Location 1,Reference 2,Type 2,Date 2,Author 2,Title 2,Publisher 2,Location 2,Reference 3,Type 3,Date 3,Author 3,Title 3,Publisher 3,Location 3,Reference 4,Type 4,Date 4,Author 4,Title 4,Publisher 4,Location 4,Reference 5,Type 5,Date 5,Author 5,Title 5,Publisher 5,Location 5,Reference 6,Type 6,Date 6,Author 6,Title 6,Publisher 6,Location 6
242174,1089,Mammals,Myocastoridae,Myocastor coypus,nutria,United States of America,AR,Lee,Lee county,34.780126,-90.76396,US Census Bureau,Centroid,Big,8020304,1958,,,established,site location based upon non-native distribution described in the reference,Literature,,,Freshwater,17133,Journal Article,1958,"Presnall, C.C.",The Present Status of Exotic Mammals in the United States.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253993,1089,Mammals,Myocastoridae,Myocastor coypus,nutria,United States of America,AR,Lincoln,Lincoln County,33.978821,-91.709049,US Census Bureau,Centroid,Bayou Bartholomew,8040205,1978,,,established,Nutria distribution based on figure 3 of this paper.,Literature,,,Freshwater,18101,Journal Article,1978,"Bailey, J.W., and G.A. Heidt","Range and Status of the Nutria Myocastor coypus, in Arkansas.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254017,1089,Mammals,Myocastoridae,Myocastor coypus,nutria,United States of America,AR,Little River,Little River county,33.697284,-94.220589,US Census Bureau,Centroid,"Lower Little Arkansas, Oklahoma",11140109,1978,,,established,Nutria distribution based on figure 3 of this paper.,Literature,,,Freshwater,18101,Journal Article,1978,"Bailey, J.W., and G.A. Heidt","Range and Status of the Nutria Myocastor coypus, in Arkansas.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253999,1089,Mammals,Myocastoridae,Myocastor coypus,nutria,United States of America,AR,Logan,Logan County,35.220758,-93.755313,US Census Bureau,Centroid,Petit Jean,11110204,1978,,,established,Nutria distribution based on figure 3 of this paper.,Literature,,,Freshwater,18101,Journal Article,1978,"Bailey, J.W., and G.A. Heidt","Range and Status of the Nutria Myocastor coypus, in Arkansas.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254008,1089,Mammals,Myocastoridae,Myocastor coypus,nutria,United States of America,AR,Lonoke,Lonoke County,34.77905,-91.912157,US Census Bureau,Centroid,Bayou Meto,8020402,1978,,,established,Nutria distribution based on figure 3 of this paper.,Literature,,,Freshwater,18101,Journal Article,1978,"Bailey, J.W., and G.A. Heidt","Range and Status of the Nutria Myocastor coypus, in Arkansas.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254019,1089,Mammals,Myocastoridae,Myocastor coypus,nutria,United States of America,AR,Miller,Miller county,33.384684,-93.968079,US Census Bureau,Centroid,Mckinney-Posten Bayous,11140201,1978,,,established,Nutria distribution based on figure 3 of this paper.,Literature,,,Freshwater,18101,Journal Article,1978,"Bailey, J.W., and G.A. Heidt","Range and Status of the Nutria Myocastor coypus, in Arkansas.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253984,1089,Mammals,Myocastoridae,Myocastor coypus,nutria,United States of America,AR,Mississippi,Mississippi county,35.806751,-90.030415,US Census Bureau,Centroid,Lower St. Francis,8020203,1978,,,established,Nutria distribution based on figure 3 of this paper.,Literature,,,Freshwater,18101,Journal Article,1978,"Bailey, J.W., and G.A. Heidt","Range and Status of the Nutria Myocastor coypus, in Arkansas.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242173,1089,Mammals,Myocastoridae,Myocastor coypus,nutria,United States of America,AR,Mississippi,Mississippi county,35.806751,-90.030415,US Census Bureau,Centroid,Lower St. Francis,8020203,1958,,,established,site location based upon non-native distribution described in the reference,Literature,,,Freshwater,17133,Journal Article,1958,"Presnall, C.C.",The Present Status of Exotic Mammals in the United States.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163880,1089,Mammals,Myocastoridae,Myocastor coypus,nutria,United States of America,AR,Mississippi,Big Lake National Wildlife Refuge,35.9022,-90.1106,GNIS,Accurate,Little River Ditches,8020204,2005,,,established,,Literature,,,Freshwater,14257,Web Page,2005,U.S. Fish and Wildlife Service.,National Wildlife Refuge System Invasive Species.,USFWS National Wildlife Refuge System and USGS National Institute of Invasive Species Science.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1632582,1089,Mammals,Myocastoridae,Myocastor coypus,nutria,United States of America,AR,Mississippi,[No locality description provided],35.86402,-90.10175,reported,Accurate,Little River Ditches,8020204,2017,12,31,established,<a href = https://www.inaturalist.org/observations/16206435 target = _blank >iNaturalist observation ID 16206435</a>,Literature,,,Freshwater,25944,Database,2024,iNaturalist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254009,1089,Mammals,Myocastoridae,Myocastor coypus,nutria,United States of America,AR,Monroe,Monroe County,34.732843,-91.207816,US Census Bureau,Centroid,Lower White,8020303,1978,,,established,Nutria distribution based on figure 3 of this paper.,Literature,,,Freshwater,18101,Journal Article,1978,"Bailey, J.W., and G.A. Heidt","Range and Status of the Nutria Myocastor coypus, in Arkansas.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253983,1089,Mammals,Myocastoridae,Myocastor coypus,nutria,United States of America,AR,Nevada,Nevada County,33.689358,-93.327444,US Census Bureau,Centroid,Little Missouri,8040103,1978,,,established,Nutria distribution based on figure 3 of this paper.,Literature,,,Freshwater,18101,Journal Article,1978,"Bailey, J.W., and G.A. Heidt","Range and Status of the Nutria Myocastor coypus, in Arkansas.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253982,1089,Mammals,Myocastoridae,Myocastor coypus,nutria,United States of America,AR,Ouachita,Ouachita county,33.574007,-92.861447,US Census Bureau,Centroid,Lower Ouachita-Smackover,8040201,1978,,,established,Nutria distribution based on figure 3 of this paper.,Literature,,,Freshwater,18101,Journal Article,1978,"Bailey, J.W., and G.A. Heidt","Range and Status of the Nutria Myocastor coypus, in Arkansas.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253968,1089,Mammals,Myocastoridae,Myocastor coypus,nutria,United States of America,AR,Perry,Perry county,34.982668,-92.86163,US Census Bureau,Centroid,Fourche La Fave,11110206,1978,,,established,Nutria distribution based on figure 3 of this paper.,Literature,,,Freshwater,18101,Journal Article,1978,"Bailey, J.W., and G.A. Heidt","Range and Status of the Nutria Myocastor coypus, in Arkansas.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253972,1089,Mammals,Myocastoridae,Myocastor coypus,nutria,United States of America,AR,Phillips,Phillips county,34.468372,-90.761973,US Census Bureau,Centroid,Big,8020304,1978,,,established,Nutria distribution based on figure 3 of this paper.,Literature,,,Freshwater,18101,Journal Article,1978,"Bailey, J.W., and G.A. Heidt","Range and Status of the Nutria Myocastor coypus, in Arkansas.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242175,1089,Mammals,Myocastoridae,Myocastor coypus,nutria,United States of America,AR,Phillips,Phillips county,34.468372,-90.761973,US Census Bureau,Centroid,Big,8020304,1958,,,established,site location based upon non-native distribution described in the reference,Literature,,,Freshwater,17133,Journal Article,1958,"Presnall, C.C.",The Present Status of Exotic Mammals in the United States.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254014,1089,Mammals,Myocastoridae,Myocastor coypus,nutria,United States of America,AR,Pike,Pike county,34.17731,-93.656805,US Census Bureau,Centroid,Little Missouri,8040103,1978,,,established,Nutria distribution based on figure 3 of this paper.,Literature,,,Freshwater,18101,Journal Article,1978,"Bailey, J.W., and G.A. Heidt","Range and Status of the Nutria Myocastor coypus, in Arkansas.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254001,1089,Mammals,Myocastoridae,Myocastor coypus,nutria,United States of America,AR,Poinsett,Poinsett County,35.587012,-90.603918,US Census Bureau,Centroid,Lower St. Francis,8020203,1978,,,established,Nutria distribution based on figure 3 of this paper.,Literature,,,Freshwater,18101,Journal Article,1978,"Bailey, J.W., and G.A. Heidt","Range and Status of the Nutria Myocastor coypus, in Arkansas.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253988,1089,Mammals,Myocastoridae,Myocastor coypus,nutria,United States of America,AR,Pope,Pope County,35.330478,-93.084446,US Census Bureau,Centroid,Unknown or N/A,,1978,,,established,Nutria distribution based on figure 3 of this paper.,Literature,,,Freshwater,18101,Journal Article,1978,"Bailey, J.W., and G.A. Heidt","Range and Status of the Nutria Myocastor coypus, in Arkansas.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1632626,1089,Mammals,Myocastoridae,Myocastor coypus,nutria,United States of America,AR,Pope,[No locality description provided],35.19978,-92.94828,reported,Accurate,Lake Conway-Point Remove,11110203,2019,8,29,established,<a href = https://www.inaturalist.org/observations/31735804 target = _blank >iNaturalist observation ID 31735804</a>,Literature,,,Freshwater,25944,Database,2024,iNaturalist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1735350,1089,Mammals,Myocastoridae,Myocastor coypus,nutria,United States of America,AR,Pope,Omitted by NAS,35.25,-93.16667,reported,Accurate,Lake Conway-Point Remove,11110203,2012,1,1,unknown,<a href = https://www.eddmaps.org/distribution/point.cfm?id=3193889 target = _blank>EDDMapS report ID: 3193889</a>,Literature,,,,24369,Database,2019,Center for Invasive Species and Ecosystem Health.,EDDMapS: Early detection and distribution mapping system,The University of Georgia,"Tifton, GA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1735351,1089,Mammals,Myocastoridae,Myocastor coypus,nutria,United States of America,AR,Pope,Omitted by NAS,35.25,-93.16667,reported,Accurate,Lake Conway-Point Remove,11110203,2013,1,1,unknown,<a href = https://www.eddmaps.org/distribution/point.cfm?id=3193915 target = _blank>EDDMapS report ID: 3193915</a>,Literature,,,,24369,Database,2019,Center for Invasive Species and Ecosystem Health.,EDDMapS: Early detection and distribution mapping system,The University of Georgia,"Tifton, GA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253995,1089,Mammals,Myocastoridae,Myocastor coypus,nutria,United States of America,AR,Prairie,Prairie County,34.807983,-91.534077,US Census Bureau,Centroid,Lower White-Bayou Des Arc,8020301,1978,,,established,Nutria distribution based on figure 3 of this paper.,Literature,,,Freshwater,18101,Journal Article,1978,"Bailey, J.W., and G.A. Heidt","Range and Status of the Nutria Myocastor coypus, in Arkansas.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253989,1089,Mammals,Myocastoridae,Myocastor coypus,nutria,United States of America,AR,Pulaski,Pulaski County,34.766541,-92.294471,US Census Bureau,Centroid,Lower Arkansas-Maumelle,11110207,1978,,,established,Nutria distribution based on figure 3 of this paper.,Literature,,,Freshwater,18101,Journal Article,1978,"Bailey, J.W., and G.A. Heidt","Range and Status of the Nutria Myocastor coypus, in Arkansas.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1735357,1089,Mammals,Myocastoridae,Myocastor coypus,nutria,United States of America,AR,Pulaski,Omitted by NAS,34.79167,-92.35833,reported,Accurate,Lower Arkansas-Maumelle,11110207,2013,1,1,unknown,<a href = https://www.eddmaps.org/distribution/point.cfm?id=3194101 target = _blank>EDDMapS report ID: 3194101</a>,Literature,,,,24369,Database,2019,Center for Invasive Species and Ecosystem Health.,EDDMapS: Early detection and distribution mapping system,The University of Georgia,"Tifton, GA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1735356,1089,Mammals,Myocastoridae,Myocastor coypus,nutria,United States of America,AR,Pulaski,Omitted by NAS,34.79167,-92.35833,reported,Accurate,Lower Arkansas-Maumelle,11110207,2012,1,1,unknown,<a href = https://www.eddmaps.org/distribution/point.cfm?id=3194082 target = _blank>EDDMapS report ID: 3194082</a>,Literature,,,,24369,Database,2019,Center for Invasive Species and Ecosystem Health.,EDDMapS: Early detection and distribution mapping system,The University of Georgia,"Tifton, GA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254000,1089,Mammals,Myocastoridae,Myocastor coypus,nutria,United States of America,AR,Randolph,Randolph county,36.315472,-90.988939,US Census Bureau,Centroid,Lower Black,11010009,1978,,,established,Nutria distribution based on figure 3 of this paper.,Literature,,,Freshwater,18101,Journal Article,1978,"Bailey, J.W., and G.A. Heidt","Range and Status of the Nutria Myocastor coypus, in Arkansas.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253990,1089,Mammals,Myocastoridae,Myocastor coypus,nutria,United States of America,AR,Saline,Saline County,34.616381,-92.636449,US Census Bureau,Centroid,Upper Saline,8040203,1978,,,established,Nutria distribution based on figure 3 of this paper.,Literature,,,Freshwater,18101,Journal Article,1978,"Bailey, J.W., and G.A. Heidt","Range and Status of the Nutria Myocastor coypus, in Arkansas.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253997,1089,Mammals,Myocastoridae,Myocastor coypus,nutria,United States of America,AR,Sebastian,Sebastian county,35.293916,-94.351769,US Census Bureau,Centroid,Frog-Mulberry,11110201,1978,,,established,Nutria distribution based on figure 3 of this paper.,Literature,,,Freshwater,18101,Journal Article,1978,"Bailey, J.W., and G.A. Heidt","Range and Status of the Nutria Myocastor coypus, in Arkansas.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1735352,1089,Mammals,Myocastoridae,Myocastor coypus,nutria,United States of America,AR,Sebastian,Omitted by NAS,35.35,-94.29167,reported,Accurate,Frog-Mulberry,11110201,2012,1,1,unknown,<a href = https://www.eddmaps.org/distribution/point.cfm?id=3194009 target = _blank>EDDMapS report ID: 3194009</a>,Literature,,,,24369,Database,2019,Center for Invasive Species and Ecosystem Health.,EDDMapS: Early detection and distribution mapping system,The University of Georgia,"Tifton, GA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1735353,1089,Mammals,Myocastoridae,Myocastor coypus,nutria,United States of America,AR,Sebastian,Omitted by NAS,35.35,-94.29167,reported,Accurate,Frog-Mulberry,11110201,2013,1,1,unknown,<a href = https://www.eddmaps.org/distribution/point.cfm?id=3194016 target = _blank>EDDMapS report ID: 3194016</a>,Literature,,,,24369,Database,2019,Center for Invasive Species and Ecosystem Health.,EDDMapS: Early detection and distribution mapping system,The University of Georgia,"Tifton, GA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254012,1089,Mammals,Myocastoridae,Myocastor coypus,nutria,United States of America,AR,Sevier,Sevier county,34.016649,-94.262899,US Census Bureau,Centroid,"Lower Little Arkansas, Oklahoma",11140109,1978,,,established,Nutria distribution based on figure 3 of this paper.,Literature,,,Freshwater,18101,Journal Article,1978,"Bailey, J.W., and G.A. Heidt","Range and Status of the Nutria Myocastor coypus, in Arkansas.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254003,1089,Mammals,Myocastoridae,Myocastor coypus,nutria,United States of America,AR,St. Francis,St. Francis county,35.015874,-90.708841,US Census Bureau,Centroid,Lower St. Francis,8020203,1978,,,established,Nutria distribution based on figure 3 of this paper.,Literature,,,Freshwater,18101,Journal Article,1978,"Bailey, J.W., and G.A. Heidt","Range and Status of the Nutria Myocastor coypus, in Arkansas.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253975,1089,Mammals,Myocastoridae,Myocastor coypus,nutria,United States of America,AR,Union,Union county,33.207179,-92.612793,US Census Bureau,Centroid,Lower Ouachita-Bayou De Loutre,8040202,1978,,,established,Nutria distribution based on figure 3 of this paper.,Literature,,,Freshwater,18101,Journal Article,1978,"Bailey, J.W., and G.A. Heidt","Range and Status of the Nutria Myocastor coypus, in Arkansas.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1735309,1089,Mammals,Myocastoridae,Myocastor coypus,nutria,United States of America,AR,Union,Omitted by NAS,33.05333,-92.11833,reported,Accurate,Lower Ouachita-Bayou De Loutre,8040202,2013,1,1,unknown,<a href = https://www.eddmaps.org/distribution/point.cfm?id=3190456 target = _blank>EDDMapS report ID: 3190456</a>,Literature,,,,24369,Database,2019,Center for Invasive Species and Ecosystem Health.,EDDMapS: Early detection and distribution mapping system,The University of Georgia,"Tifton, GA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1735313,1089,Mammals,Myocastoridae,Myocastor coypus,nutria,United States of America,AR,Union,Omitted by NAS,33.29667,-92.48333,reported,Accurate,Lower Ouachita-Smackover,8040201,2013,1,1,unknown,<a href = https://www.eddmaps.org/distribution/point.cfm?id=3190512 target = _blank>EDDMapS report ID: 3190512</a>,Literature,,,,24369,Database,2019,Center for Invasive Species and Ecosystem Health.,EDDMapS: Early detection and distribution mapping system,The University of Georgia,"Tifton, GA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1735246,1089,Mammals,Myocastoridae,Myocastor coypus,nutria,United States of America,AR,Union,Omitted by NAS,33.29667,-92.48333,reported,Accurate,Lower Ouachita-Smackover,8040201,2007,1,1,unknown,<a href = https://www.eddmaps.org/distribution/point.cfm?id=3179310 target = _blank>EDDMapS report ID: 3179310</a>,Literature,,,,24369,Database,2019,Center for Invasive Species and Ecosystem Health.,EDDMapS: Early detection and distribution mapping system,The University of Georgia,"Tifton, GA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1735242,1089,Mammals,Myocastoridae,Myocastor coypus,nutria,United States of America,AR,Union,Omitted by NAS,33.05333,-92.11833,reported,Accurate,Lower Ouachita-Bayou De Loutre,8040202,2007,1,1,unknown,<a href = https://www.eddmaps.org/distribution/point.cfm?id=3179314 target = _blank>EDDMapS report ID: 3179314</a>,Literature,,,,24369,Database,2019,Center for Invasive Species and Ecosystem Health.,EDDMapS: Early detection and distribution mapping system,The University of Georgia,"Tifton, GA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1735264,1089,Mammals,Myocastoridae,Myocastor coypus,nutria,United States of America,AR,Union,Omitted by NAS,33.05333,-92.11833,reported,Accurate,Lower Ouachita-Bayou De Loutre,8040202,2006,1,1,unknown,<a href = https://www.eddmaps.org/distribution/point.cfm?id=3177142 target = _blank>EDDMapS report ID: 3177142</a>,Literature,,,,24369,Database,2019,Center for Invasive Species and Ecosystem Health.,EDDMapS: Early detection and distribution mapping system,The University of Georgia,"Tifton, GA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
